Mass-to-Charge-State Ratio (Da),Uncorrected Count,Corrected Count,Background Estimate
2.14,28.0,10.058821874670762,18.021020808190052
2.16,31.0,13.141730679917835,17.937005204346715
2.18,30.0,12.22350055966663,17.854153977183767
2.2,26.0,8.304157382331761,17.772440364216962
2.22,23.0,5.383726241467484,17.691838556636345
2.24,22.0,4.462231396163066,17.612323460887655
2.2600000000000002,27.0,9.539696271042798,17.533870817881628
2.2800000000000002,27.0,9.616143456265966,17.45645738180789
2.3000000000000003,34.0,16.691595303573305,17.380060502902527
2.32,32.0,14.766073032217353,17.304657829424787
2.34,28.0,10.83959768263671,17.230228320936074
2.36,30.0,12.912189103177148,17.156750698579206
2.38,25.0,7.9838670229751445,17.084205471636285
2.4,27.0,10.054650634725405,17.01257273215688
2.42,34.0,17.124557998634447,16.94183334705094
2.44,18.0,1.1936072941180567,16.871969315716594
2.46,34.0,17.26181622375489,16.802962399133406
2.48,31.0,14.329200880798284,16.73479513314129
2.5,24.0,7.395778312175819,16.667451186068345
2.52,29.0,12.4615644323269,16.600913749405557
2.54,27.0,10.52657473845844,16.53516672989959
2.56,31.0,14.590824429754123,16.470194868762107
2.58,31.0,14.654328168955875,16.40598278799549
2.6,19.0,2.7171002015731185,16.3425159440671
2.62,24.0,7.779154594301351,16.27978015107216
2.64,26.0,9.840504877394295,16.21776128271052
2.66,31.0,14.901164283082467,16.156445868333115
2.68,21.0,4.961145626363877,16.09582061610478
2.7,32.0,16.020461662631906,16.035872889841425
2.72,45.0,29.0791242532103,15.976589814940393
2.74,28.0,12.137145378632084,15.917959530077937
2.7600000000000002,34.0,18.194536900221014,15.859970173930305
2.7800000000000002,29.0,13.25130996404513,15.802609885173755
2.8000000000000003,30.0,14.307475716172473,15.745867398530956
2.82,25.0,9.36304464702003,15.68973174674779
2.84,34.0,18.418027366214066,15.634192379802643
2.86,38.0,22.472434304566914,15.579238688069236
2.88,39.0,23.52627517763522,15.524860300339878
2.9,32.0,16.57955970097562,15.471047441453285
2.92,32.0,16.63229764974938,15.417790515062105
2.94,22.0,6.684498203071385,15.365079626795783
2.96,27.0,11.736170361242547,15.31290571674873
2.98,41.0,25.787323124563805,15.261259725015382
3.0,628.0,612.8379647184757,15.210132770504089
3.02,69.0,53.888104202883966,15.159516448960323
3.04,37.0,21.93774968401973,15.109401819687813
3.06,31.0,15.986908731672589,15.059780895664522
3.08,47.0,32.03558963088777,15.010645928287005
3.1,27.0,12.083800130268736,14.96198875171931
3.12,40.0,25.13154768039572,14.91380155775335
3.14,31.0,16.178839433825747,14.866076955413519
3.16,35.0,20.225683019953,14.818807792142781
3.18,29.0,14.27208505489273,14.771986438546973
3.2,24.0,9.318052750806613,14.725606338115481
3.22,30.0,15.36359254499597,14.679660159477343
3.24,19.0,4.408711232389999,14.634141524935872
3.2600000000000002,25.0,10.453415250290018,14.589043818375808
3.2800000000000002,27.0,12.497710857183433,14.544360304472619
3.3000000000000003,26.0,11.541604311557656,14.500084963157466
3.3200000000000003,38.0,23.58510157387687,14.456211476338295
3.34,30.0,15.628208664209915,14.412733823946285
3.36,25.0,10.670931185393135,14.369646164726511
3.38,23.0,8.713275038286087,14.32694265742407
3.4,27.0,12.755245766120463,14.284617579993334
3.42,28.0,13.796848733314045,14.242665448807239
3.44,30.0,15.838089304284606,14.201080661029447
3.46,24.0,9.878972783845278,14.159858090660755
3.48,25.0,10.919504059576699,14.118992313678744
3.5,24.0,9.959688317082723,14.078478502107412
3.52,31.0,16.999530443943986,14.03831152994755
3.54,31.0,17.039035387345773,13.998486330804598
3.56,35.0,21.078207796450148,13.958998136307203
3.58,38.0,24.117052260814546,13.919842237688648
3.6,32.0,18.155573310391752,13.881014045391497
3.62,30.0,16.19377571355313,13.84250902946297
3.64,34.0,20.231663702228243,13.804322421531712
3.66,36.0,22.26924121032348,13.766450108877425
3.68,29.0,15.306512827396249,13.728887978779817
3.7,27.0,13.343482368143649,13.69163156089074
3.72,15.0,1.3801540644952481,13.654676980908471
3.74,27.0,13.416532088775991,13.618020126112713
3.7600000000000002,36.0,22.452620196078318,13.581656645364601
3.7800000000000002,25.0,11.48842214149467,13.545582962385629
3.8000000000000003,37.0,23.523941620512844,13.509795202874061
3.8200000000000003,30.0,16.559182626643857,13.474289730946744
3.84,24.0,10.594148497747655,13.439062553092661
3.86,25.0,11.628842810102755,13.404110391056506
